8.235008769334183,8,5,20,16,12,6,11,1,11,2,4,20,16,6,16,2,17,12,19,8,17,1,3,18,6,9,11,15,9,8,7,12,14,15,8,15,15,15,19,14,10,10,16,16,13,17,5,8,3,15,5
15.157731802096158,14,13,7,20,3,18,9,14,9,19,20,3,18,1,18,16,1,8,3,16,17,6,19,11,1,2,19,1,13,7,6,16,17,12,3,9,6,16,13,14,15,10,11,2,19,16,15,11,16,11,12
18.308744969381088,18,2,4,11,2,18,2,18,2,15,11,3,20,10,8,1,9,8,13,6,7,12,6,15,10,17,5,1,11,20,18,2,1,6,12,1,4,3,11,15,13,12,14,9,4,5,4,17,10,10,17
15.009472466521755,14,10,9,14,14,15,10,4,11,9,16,9,12,1,4,17,6,11,11,9,12,5,14,19,2,9,8,15,2,10,14,8,1,12,11,12,2,7,11,2,19,4,19,2,18,11,3,13,10,11,16
2.9130181680563556,2,14,14,17,12,14,18,7,8,19,17,2,17,10,9,2,19,5,5,18,17,4,10,15,4,11,18,2,9,20,2,2,2,19,1,13,20,5,15,14,17,2,8,7,2,16,14,11,3,7,9
4.1825341575820705,1,18,5,14,19,13,5,3,5,4,6,15,10,1,12,5,19,19,19,2,9,8,16,19,12,16,16,16,9,18,17,19,9,5,7,5,1,9,9,6,15,13,4,17,19,14,4,4,3,8,3
19.883216271390495,19,14,15,15,15,15,5,7,9,12,16,1,6,1,2,20,7,1,18,14,9,20,15,8,16,7,18,9,8,3,4,17,2,3,17,2,5,3,15,19,15,10,5,15,9,7,19,18,11,4,12
12.61962445979121,12,10,15,15,13,3,17,9,18,16,16,18,15,18,15,10,13,18,11,9,8,11,5,17,5,18,11,18,4,16,15,11,3,2,19,11,4,3,13,1,3,14,20,7,8,7,5,2,15,14,14
19.201689227872926,19,1,4,16,16,1,1,4,9,6,19,13,16,3,10,7,16,3,3,18,17,9,11,1,9,16,9,17,6,14,8,11,3,16,1,14,5,15,4,2,20,7,6,6,10,8,12,19,5,18,12
13.823284584254457,10,9,2,6,16,17,17,14,11,14,2,16,13,14,19,18,20,18,4,13,4,4,16,17,8,5,10,13,10,6,1,10,4,9,11,9,8,4,15,1,19,13,2,18,2,17,15,11,8,16,2
20.668058021902656,16,9,1,18,19,7,17,13,19,6,4,17,4,7,1,5,15,16,15,16,6,9,18,15,14,16,2,12,9,13,1,8,11,19,12,7,7,1,13,5,8,10,1,18,13,18,15,6,12,18,3
7.132019113320892,7,3,19,13,3,8,16,2,6,15,17,16,4,13,17,11,1,20,6,12,1,8,5,12,9,2,16,2,8,2,1,11,8,12,2,12,4,11,12,6,15,11,19,1,8,1,19,2,1,10,10
6.126716867933332,5,13,11,4,5,16,5,10,6,5,11,20,7,14,9,12,8,12,9,2,17,18,10,17,2,20,6,6,11,12,13,1,10,19,18,5,7,2,16,17,14,6,18,17,18,9,16,2,2,7,9
5.51913722665396,5,6,8,13,2,19,10,14,8,8,4,15,8,7,6,1,5,6,9,2,14,4,2,20,19,11,2,13,7,9,7,13,4,12,8,14,13,20,18,9,4,15,2,14,7,16,17,15,8,1,15
4.59809721661073,4,11,1,19,1,2,18,9,2,11,11,17,1,8,18,7,18,6,17,7,5,1,16,16,9,2,7,14,19,19,12,17,19,2,1,3,9,7,6,19,3,13,9,7,11,12,18,8,7,9,6
11.339688532554852,10,18,4,20,1,19,16,9,9,4,14,3,2,20,15,14,10,10,2,15,8,14,2,19,2,9,17,15,20,6,8,1,20,9,12,1,14,15,13,20,3,2,19,5,19,7,7,2,11,9,5
8.169744707977745,8,2,11,11,14,1,16,5,5,10,12,3,7,17,11,2,12,9,9,9,18,15,18,18,3,4,11,17,7,3,18,9,4,17,16,20,16,8,2,9,10,2,13,14,11,14,3,7,9,19,3
16.072812882731004,16,1,9,18,3,6,7,6,12,12,20,14,10,16,7,5,15,3,9,20,7,6,17,19,10,2,15,7,19,19,15,5,6,4,19,18,17,8,16,17,3,17,19,1,5,5,3,9,15,11,9
4.486108394170289,3,18,11,11,9,10,10,14,10,17,12,2,9,10,17,19,10,13,16,9,15,12,7,7,14,2,10,18,14,15,17,9,15,13,4,2,4,8,1,15,17,16,13,14,8,3,12,20,6,15,10
7.454997537958744,5,19,7,9,12,2,11,7,12,17,12,17,5,8,7,2,15,4,19,15,12,16,13,2,17,17,14,13,1,12,9,1,1,4,20,16,9,18,6,16,11,5,5,18,12,10,10,20,4,15,16
14.77013476032877,11,19,3,19,6,11,3,1,1,20,9,5,14,13,5,20,11,9,14,15,1,4,19,14,18,4,6,12,2,11,14,13,13,3,13,3,9,9,6,3,10,7,17,8,16,16,1,20,19,4,1
18.986002982241768,15,13,2,16,12,12,14,13,3,9,9,10,1,6,2,9,2,15,10,15,20,12,8,10,11,6,3,7,5,16,11,1,20,15,8,5,18,8,18,10,17,18,19,12,4,4,4,17,2,15,11
14.07013391644873,14,1,14,5,19,7,20,2,11,18,17,5,4,11,19,3,2,10,8,16,20,3,20,11,1,9,13,1,4,1,5,6,4,4,7,10,1,2,6,2,2,2,6,7,7,6,9,19,13,14,4
17.141149889932954,17,2,14,1,5,5,3,7,2,14,17,18,16,19,16,12,15,6,9,15,16,8,20,15,1,13,2,17,16,3,1,14,12,5,13,20,8,13,2,18,10,15,4,18,7,13,7,6,3,3,13
5.314846602960755,4,7,5,3,8,10,7,3,1,8,2,9,5,16,13,13,9,6,10,11,13,9,6,15,19,10,17,6,2,19,2,14,20,19,16,10,9,1,11,10,2,15,6,15,6,17,2,17,18,5,15
18.198670522689696,15,14,4,6,15,18,19,7,12,18,9,15,18,3,18,12,14,10,2,8,1,17,17,1,16,7,7,12,10,18,15,18,12,6,4,14,7,19,9,15,1,7,8,9,11,10,14,8,16,7,7
14.035894073325032,13,11,9,5,2,15,13,11,14,2,16,9,20,13,3,12,15,15,9,4,8,12,1,15,8,10,15,6,11,6,4,12,14,15,18,1,20,20,10,9,8,1,18,20,9,16,13,2,16,6,6
20.243138297358428,19,19,14,12,8,15,10,15,12,10,8,12,18,8,3,16,5,19,7,19,17,8,11,4,3,9,10,4,9,17,11,14,2,14,5,7,7,7,14,20,4,12,2,14,1,18,4,2,1,5,8
6.004304781071205,5,20,19,18,14,17,2,20,19,20,14,6,1,13,8,3,13,1,6,4,10,7,18,2,11,20,12,15,15,14,15,11,15,6,20,20,20,3,19,12,17,17,3,10,7,18,16,14,18,14,12
16.13569231144548,15,7,5,13,10,20,17,1,14,18,19,20,6,19,3,19,5,4,10,11,13,18,13,13,16,9,10,4,6,1,8,5,12,17,13,18,13,15,19,16,8,18,1,6,5,6,9,15,15,1,3
3.653535257539762,3,7,10,9,12,10,12,15,4,7,7,20,5,7,3,3,9,19,15,14,15,11,7,6,3,11,4,5,14,4,11,1,11,3,11,1,16,20,1,13,2,14,20,8,3,8,17,6,14,19,8
13.314485499792594,9,15,3,8,16,15,18,19,16,5,8,6,7,5,2,11,16,7,15,16,2,16,1,3,7,1,6,19,14,2,2,17,15,2,13,1,7,12,20,4,13,8,2,15,4,20,18,12,4,2,13
5.307597398644116,3,17,6,19,13,12,13,3,7,17,8,19,10,14,12,11,11,13,14,1,17,4,5,1,20,19,19,9,10,16,1,3,10,4,8,8,11,4,2,16,14,20,16,3,20,2,3,4,17,17,17
25.090372205084357,19,20,1,18,7,16,17,14,2,20,1,5,5,3,19,16,4,10,11,1,3,13,15,15,12,19,17,1,1,5,15,4,3,12,20,9,5,7,9,17,11,2,13,6,14,16,5,5,12,5,12
2.907762641597572,2,11,12,2,7,20,1,19,14,18,3,8,12,6,7,3,17,18,4,17,18,3,3,19,3,3,14,2,20,3,15,3,18,14,1,17,2,3,20,2,15,2,18,10,7,17,12,7,13,1,7
18.540384227931128,17,20,12,14,14,3,12,11,11,1,8,7,1,14,9,2,3,8,5,2,4,11,17,3,13,15,19,1,11,1,8,13,16,2,2,14,8,5,12,9,16,11,10,12,5,14,1,20,13,15,4
9.261094994020276,8,13,9,15,11,9,19,6,14,6,16,9,14,5,13,9,2,14,16,9,4,3,17,1,7,15,18,4,7,16,15,16,18,5,3,3,7,4,11,2,1,6,20,6,17,12,7,9,12,11,13
19.050897176679157,19,1,19,12,18,9,12,18,3,5,6,6,2,12,2,20,12,20,2,7,2,5,1,18,10,15,20,13,9,4,1,6,19,16,19,11,3,9,2,13,3,2,20,1,15,7,18,10,17,19,6
9.385375125181676,9,6,15,6,9,19,12,6,17,14,14,11,5,14,14,14,5,2,5,11,18,19,15,6,11,18,19,13,8,3,18,12,8,4,4,17,11,13,6,20,15,3,18,8,18,16,15,15,6,9,1
22.340474909466746,15,19,2,10,16,14,13,19,17,11,12,1,1,14,3,18,2,13,13,15,11,9,3,18,14,8,10,2,13,1,7,5,17,20,16,3,13,5,16,17,5,18,4,4,12,20,14,3,5,11,3
7.623345754158547,7,12,17,14,5,12,8,18,8,13,7,1,3,8,13,15,17,6,16,12,8,12,2,10,1,13,9,12,11,13,7,6,20,9,8,14,20,18,17,20,17,11,2,7,16,6,3,15,9,19,10
10.818907075198089,10,14,9,11,1,7,19,10,19,5,10,19,5,20,1,20,8,9,13,4,9,5,14,14,16,1,7,7,9,17,8,3,20,5,13,7,7,6,13,6,12,7,4,4,9,4,5,19,20,18,1
22.96572687324016,19,10,1,10,1,16,1,20,10,15,20,18,9,8,10,9,12,10,4,13,4,11,1,6,3,6,9,13,15,14,7,4,5,2,11,6,6,4,10,7,12,16,16,20,17,5,1,19,5,13,11
1.4957944854524916,1,3,6,1,18,17,10,6,19,5,13,20,2,8,15,3,10,6,6,2,4,15,3,13,6,8,8,1,16,14,14,12,4,9,8,15,8,10,10,16,14,3,13,7,19,2,18,13,7,1,1
4.385480823113266,4,3,4,6,1,12,19,17,9,10,2,17,8,19,18,10,14,12,11,3,1,6,16,3,4,16,15,20,12,7,19,17,6,11,10,8,17,15,9,15,12,2,16,5,4,2,15,1,11,15,16
12.643353043740394,7,18,2,3,2,10,19,2,11,9,5,8,2,17,5,14,16,18,17,12,20,4,16,3,13,1,9,3,5,6,14,18,18,6,9,1,12,12,6,7,6,9,13,1,20,2,14,9,8,11,1
21.59195190971535,16,19,2,11,5,19,4,20,5,19,6,13,10,7,10,5,9,5,14,7,12,16,17,13,3,19,4,4,2,14,16,17,13,4,9,4,6,9,11,6,13,18,11,20,16,14,6,3,2,11,2
5.729558484060778,3,20,7,5,15,6,20,17,10,20,6,12,15,7,9,13,13,17,1,9,14,4,4,16,12,14,18,19,13,14,7,4,16,19,8,1,4,1,15,18,5,18,3,19,10,20,6,12,5,12,3
9.470379806530357,8,15,10,2,7,16,5,8,17,1,4,3,16,9,16,17,18,1,1,5,8,6,2,16,4,16,17,11,17,15,15,16,2,10,5,20,10,14,3,1,16,6,16,17,2,20,4,12,14,19,18
2.192571246830341,2,1,5,3,13,18,7,1,19,20,9,15,2,3,8,9,5,4,12,20,17,4,9,11,19,4,1,5,11,17,6,16,8,18,5,19,6,15,2,20,6,6,15,18,4,12,20,18,8,9,20
7.5154007891494645,6,11,7,2,5,19,5,20,10,2,11,4,11,18,16,18,17,19,10,11,10,8,19,12,7,20,15,16,7,5,13,2,10,20,11,4,5,18,1,3,3,3,10,19,5,9,12,12,10,2,11
7.750610976932739,7,19,17,12,1,5,11,2,6,8,5,11,11,13,14,18,12,12,1,20,2,11,2,6,18,16,1,9,2,1,10,19,9,17,12,8,15,20,16,12,5,5,8,17,5,13,17,19,17,14,19
